,imdb_title_id,avg_vote
386,tt0015268,7.1
387,tt0015289,6.3
388,tt0015310,7.0
389,tt0015312,5.5
390,tt0015324,8.2
391,tt0015361,7.6
392,tt0015400,7.7
393,tt0015493,6.3
394,tt0015498,6.8
395,tt0015500,5.9
396,tt0015518,5.8
397,tt0015532,7.8
398,tt0015624,7.9
399,tt0015634,6.2
400,tt0015643,7.0
401,tt0015648,8.0
402,tt0015684,6.3
403,tt0015687,6.6
404,tt0015693,6.4
405,tt0015758,7.0
406,tt0015768,7.1
407,tt0015772,6.6
408,tt0015794,6.3
409,tt0015801,7.1
410,tt0015841,7.5
411,tt0015842,7.2
412,tt0015847,5.8
413,tt0015861,6.6
414,tt0015863,7.2
415,tt0015864,8.2
416,tt0015872,6.9
417,tt0015881,8.1
418,tt0015883,6.9
419,tt0015909,6.5
420,tt0015935,6.6
421,tt0016004,7.3
422,tt0016005,6.6
423,tt0016006,5.0
424,tt0016013,7.2
425,tt0016023,6.0
426,tt0016028,6.7
427,tt0016029,7.1
428,tt0016039,7.0
429,tt0016104,7.3
430,tt0016123,6.2
431,tt0016142,6.4
432,tt0016185,7.1
433,tt0016201,6.2
434,tt0016205,6.7
435,tt0016220,7.6
436,tt0016226,6.0
437,tt0016230,6.0
438,tt0016232,7.0
439,tt0016240,6.8
440,tt0016241,3.7
441,tt0016258,7.1
442,tt0016276,6.6
443,tt0016288,6.4
444,tt0016294,6.8
445,tt0016308,6.6
446,tt0016309,3.8
447,tt0016310,6.7
448,tt0016332,7.9
449,tt0016338,6.1
450,tt0016377,4.1
451,tt0016392,6.4
452,tt0016394,6.5
453,tt0016395,7.2
454,tt0016461,6.5
455,tt0016473,7.2
456,tt0016480,6.8
457,tt0016481,7.4
458,tt0016491,7.7
459,tt0016493,6.7
460,tt0016544,5.1
461,tt0016545,5.8
462,tt0016548,6.9
463,tt0016559,6.8
464,tt0016560,5.4
465,tt0016563,6.6
466,tt0016627,7.0
467,tt0016629,6.5
468,tt0016630,7.0
469,tt0016634,7.0
470,tt0016640,6.5
471,tt0016643,6.3
472,tt0016646,5.9
473,tt0016654,7.1
474,tt0016655,6.8
475,tt0016664,5.5
476,tt0016669,7.3
477,tt0016672,5.0
478,tt0016690,6.2
479,tt0016691,6.6
480,tt0016762,6.6
481,tt0016804,7.0
482,tt0016822,6.7
483,tt0016827,4.6
484,tt0016832,6.9
485,tt0016847,8.1
486,tt0016854,6.4
487,tt0016871,5.8
488,tt0016884,7.6
489,tt0016895,7.5
490,tt0016914,6.9
491,tt0016939,6.3
492,tt0016947,6.6
493,tt0016953,6.7
494,tt0016971,6.0
495,tt0017004,6.4
496,tt0017028,6.9
497,tt0017029,6.7
498,tt0017048,7.4
499,tt0017075,7.3
500,tt0017082,6.3
501,tt0017096,6.7
502,tt0017103,6.7
503,tt0017119,6.8
504,tt0017120,6.8
505,tt0017128,7.5
506,tt0017136,8.3
507,tt0017159,6.8
508,tt0017184,5.7
509,tt0017195,7.0
510,tt0017196,6.8
511,tt0017198,5.2
512,tt0017226,6.7
513,tt0017271,7.7
514,tt0017293,7.1
515,tt0017329,6.6
516,tt0017338,6.0
517,tt0017350,7.7
518,tt0017354,6.5
519,tt0017374,5.8
520,tt0017378,6.7
521,tt0017382,6.8
522,tt0017409,7.0
523,tt0017410,6.2
524,tt0017416,6.6
525,tt0017419,6.2
526,tt0017423,7.3
527,tt0017437,6.7
528,tt0017438,6.9
529,tt0017448,7.1
530,tt0017449,6.9
531,tt0017463,7.5
532,tt0017480,6.9
533,tt0017483,6.1
534,tt0017519,6.6
535,tt0017534,6.4
536,tt0017540,6.8
537,tt0017567,7.0
538,tt0017619,7.5
539,tt0017621,6.2
540,tt0017632,5.9
541,tt0017653,7.1
542,tt0017662,7.0
543,tt0017667,6.9
544,tt0017726,6.4
545,tt0017735,6.8
546,tt0017736,6.8
547,tt0017739,7.1
548,tt0017750,7.1
549,tt0017751,6.6
550,tt0017765,7.1
551,tt0017809,7.2
552,tt0017825,6.1
553,tt0017832,4.8
554,tt0017843,5.7
555,tt0017860,5.6
556,tt0017886,6.4
557,tt0017918,6.9
558,tt0017925,8.1
559,tt0017928,6.7
560,tt0017938,7.0
561,tt0017961,7.4
562,tt0017998,7.1
563,tt0018014,6.6
564,tt0018016,6.4
565,tt0018033,7.3
566,tt0018037,6.5
567,tt0018045,6.8
568,tt0018051,7.6
569,tt0018054,7.2
570,tt0018066,7.3
571,tt0018087,7.3
572,tt0018097,6.8
573,tt0018102,6.3
574,tt0018107,6.9
575,tt0018113,6.1
576,tt0018138,5.9
577,tt0018166,6.7
578,tt0018179,6.4
579,tt0018183,7.4
580,tt0018192,8.1
581,tt0018217,7.5
582,tt0018218,6.4
583,tt0018235,6.8
584,tt0018247,6.3
585,tt0018253,5.8
586,tt0018268,6.3
587,tt0018297,6.4
588,tt0018311,6.6
589,tt0018328,6.2
590,tt0018351,7.0
591,tt0018362,6.2
592,tt0018379,7.6
593,tt0018389,5.6
594,tt0018392,7.1
595,tt0018397,6.9
596,tt0018413,4.0
597,tt0018440,6.0
598,tt0018451,7.6
599,tt0018453,6.3
600,tt0018455,8.1
601,tt0018464,5.5
602,tt0018471,6.9
603,tt0018484,6.1
604,tt0018487,5.8
605,tt0018505,7.4
606,tt0018513,5.2
607,tt0018515,6.7
608,tt0018523,6.8
609,tt0018524,6.7
610,tt0018526,7.6
611,tt0018528,7.8
612,tt0018530,6.2
613,tt0018566,6.8
614,tt0018578,7.5
615,tt0018579,3.1
616,tt0018588,6.7
617,tt0018600,6.3
618,tt0018615,7.0
619,tt0018618,6.0
620,tt0018678,6.5
621,tt0018684,7.5
622,tt0018722,4.9
623,tt0018737,7.9
624,tt0018742,8.1
625,tt0018749,6.2
626,tt0018756,5.6
627,tt0018770,7.3
628,tt0018773,8.1
629,tt0018795,6.5
630,tt0018826,6.8
631,tt0018836,6.7
632,tt0018839,7.5
633,tt0018841,7.3
634,tt0018862,6.9
635,tt0018876,5.9
636,tt0018879,5.9
637,tt0018882,7.0
638,tt0018907,6.3
639,tt0018908,6.9
640,tt0018909,7.1
641,tt0018910,3.9
642,tt0018927,6.8
643,tt0018935,6.7
644,tt0018937,6.6
645,tt0018972,6.6
646,tt0018990,6.9
647,tt0018996,6.0
648,tt0019043,7.1
649,tt0019067,6.9
650,tt0019071,8.0
651,tt0019074,7.6
652,tt0019096,5.7
653,tt0019098,6.1
654,tt0019109,7.8
655,tt0019127,6.8
656,tt0019130,7.7
657,tt0019151,6.8
658,tt0019152,6.8
659,tt0019182,5.3
660,tt0019186,6.5
661,tt0019195,7.2
662,tt0019237,6.7
663,tt0019254,8.1
664,tt0019258,7.5
665,tt0019286,7.1
666,tt0019290,6.4
667,tt0019304,6.7
668,tt0019312,6.8
669,tt0019325,6.0
670,tt0019335,3.5
671,tt0019344,7.2
672,tt0019374,7.0
673,tt0019379,7.6
674,tt0019388,6.2
675,tt0019400,6.2
676,tt0019412,7.7
677,tt0019415,7.6
678,tt0019421,7.9
679,tt0019429,7.4
680,tt0019434,6.1
681,tt0019451,6.8
682,tt0019462,6.0
683,tt0019480,6.5
684,tt0019489,6.9
685,tt0019509,7.3
686,tt0019532,6.6
687,tt0019553,6.5
688,tt0019557,6.1
689,tt0019558,7.5
690,tt0019563,7.2
691,tt0019571,6.3
692,tt0019574,6.9
693,tt0019585,8.0
694,tt0019591,7.2
695,tt0019609,6.9
696,tt0019611,7.1
697,tt0019629,7.0
698,tt0019630,5.8
699,tt0019644,7.0
700,tt0019646,7.6
701,tt0019649,7.3
702,tt0019655,7.4
703,tt0019658,5.5
704,tt0019684,4.9
705,tt0019690,5.4
706,tt0019699,5.6
707,tt0019702,7.0
708,tt0019725,6.2
709,tt0019726,6.4
710,tt0019729,5.7
711,tt0019735,6.4
712,tt0019745,6.0
713,tt0019746,6.7
714,tt0019777,7.0
715,tt0019785,6.4
716,tt0019788,5.8
717,tt0019796,6.4
718,tt0019798,6.5
719,tt0019800,5.9
720,tt0019811,6.5
721,tt0019815,6.1
722,tt0019823,6.2
723,tt0019824,6.2
724,tt0019839,3.1
725,tt0019843,7.0
726,tt0019850,7.2
727,tt0019852,6.8
728,tt0019856,6.6
729,tt0019884,5.9
730,tt0019886,6.6
731,tt0019889,6.0
732,tt0019901,7.3
733,tt0019909,6.9
734,tt0019929,5.2
735,tt0019933,5.8
736,tt0019935,7.2
737,tt0019936,6.7
738,tt0019939,6.4
739,tt0019945,5.2
740,tt0019946,6.1
741,tt0019949,6.6
742,tt0019957,5.8
743,tt0019959,6.8
744,tt0019976,7.2
745,tt0019979,5.1
746,tt0019983,5.3
747,tt0019992,5.8
748,tt0019993,5.9
749,tt0020004,6.6
750,tt0020011,6.1
751,tt0020014,5.9
752,tt0020018,5.5
753,tt0020025,7.0
754,tt0020030,7.0
755,tt0020034,6.1
756,tt0020062,6.9
757,tt0020075,7.3
758,tt0020078,6.7
759,tt0020080,6.7
760,tt0020081,6.1
761,tt0020092,6.7
762,tt0020099,6.8
763,tt0020103,6.0
764,tt0020112,7.1
765,tt0020114,6.5
766,tt0020122,7.8
767,tt0020126,6.0
768,tt0020142,6.2
769,tt0020143,6.2
770,tt0020144,5.6
771,tt0020163,7.4
772,tt0020166,5.7
773,tt0020182,7.0
774,tt0020193,7.3
775,tt0020197,6.7
776,tt0020198,6.1
777,tt0020210,5.2
778,tt0020217,5.7
779,tt0020223,6.5
780,tt0020228,6.8
781,tt0020230,7.3
782,tt0020232,7.3
783,tt0020238,5.8
784,tt0020247,6.0
785,tt0020253,6.9
786,tt0020269,7.1
787,tt0020286,6.5
788,tt0020293,6.7
789,tt0020298,7.1
790,tt0020305,5.5
791,tt0020320,6.8
792,tt0020332,6.1
793,tt0020335,7.2
794,tt0020336,6.0
795,tt0020344,6.9
796,tt0020358,6.1
797,tt0020359,5.5
798,tt0020364,6.0
799,tt0020388,6.1
800,tt0020392,6.3
801,tt0020402,6.1
802,tt0020403,5.8
803,tt0020405,6.9
804,tt0020410,6.7
805,tt0020425,5.5
806,tt0020431,5.0
807,tt0020439,6.1
808,tt0020442,7.0
809,tt0020446,4.9
810,tt0020451,7.3
811,tt0020458,6.1
812,tt0020461,5.7
813,tt0020466,6.5
814,tt0020475,7.9
815,tt0020479,6.3
816,tt0020480,5.6
817,tt0020488,5.9
818,tt0020490,5.8
819,tt0020492,5.9
820,tt0020499,6.6
821,tt0020502,6.4
822,tt0020510,6.6
823,tt0020514,6.6
824,tt0020516,6.1
825,tt0020534,5.8
826,tt0020538,5.1
827,tt0020542,5.3
828,tt0020543,6.0
829,tt0020547,6.9
830,tt0020556,6.8
831,tt0020563,6.4
832,tt0020570,7.2
833,tt0020572,6.0
834,tt0020581,6.6
835,tt0020585,7.2
836,tt0020589,6.6
837,tt0020590,6.4
838,tt0020608,7.2
839,tt0020613,6.3
840,tt0020620,5.7
841,tt0020629,8.0
842,tt0020640,7.5
843,tt0020641,6.6
844,tt0020642,6.9
845,tt0020656,7.2
846,tt0020661,5.1
847,tt0020668,6.4
848,tt0020670,5.8
849,tt0020673,5.4
850,tt0020679,6.2
851,tt0020686,7.1
852,tt0020690,5.9
853,tt0020691,7.2
854,tt0020693,6.0
855,tt0020695,6.1
856,tt0020697,7.7
857,tt0020701,6.2
858,tt0020702,5.4
859,tt0020713,5.6
860,tt0020724,5.6
861,tt0020740,4.7
862,tt0020754,6.2
863,tt0020758,5.7
864,tt0020763,5.7
865,tt0020768,7.8
866,tt0020785,5.4
867,tt0020793,7.6
868,tt0020799,6.1
869,tt0020806,6.2
870,tt0020814,7.0
871,tt0020815,7.2
872,tt0020821,6.5
873,tt0020823,6.0
874,tt0020827,6.8
875,tt0020828,5.3
876,tt0020836,6.5
877,tt0020838,5.8
878,tt0020842,6.6
879,tt0020852,5.3
880,tt0020866,5.9
881,tt0020869,5.2
882,tt0020873,6.2
883,tt0020875,6.9
884,tt0020876,6.7
885,tt0020890,6.5
886,tt0020891,6.1
887,tt0020894,6.5
888,tt0020896,6.5
889,tt0020900,6.1
890,tt0020902,5.6
891,tt0020919,5.3
892,tt0020924,6.0
893,tt0020926,4.4
894,tt0020929,5.5
895,tt0020938,5.4
896,tt0020945,6.1
897,tt0020949,5.5
898,tt0020959,5.5
899,tt0020960,7.4
900,tt0020966,6.5
901,tt0020980,6.4
902,tt0020985,6.4
903,tt0020987,6.1
904,tt0021001,5.4
905,tt0021013,6.7
906,tt0021016,5.4
907,tt0021025,6.7
908,tt0021040,6.7
909,tt0021042,6.0
910,tt0021044,6.6
911,tt0021048,5.3
912,tt0021053,6.5
913,tt0021060,6.4
914,tt0021061,5.5
915,tt0021069,5.6
916,tt0021070,4.6
917,tt0021074,6.8
918,tt0021079,7.3
919,tt0021087,6.1
920,tt0021090,5.3
921,tt0021092,5.6
922,tt0021094,5.3
923,tt0021100,5.5
924,tt0021102,6.2
925,tt0021106,6.5
926,tt0021110,5.7
927,tt0021121,6.2
928,tt0021128,6.1
929,tt0021132,5.7
930,tt0021133,5.1
931,tt0021134,5.0
932,tt0021140,5.8
933,tt0021148,6.8
934,tt0021149,5.7
935,tt0021152,4.7
936,tt0021153,6.8
937,tt0021156,7.1
938,tt0021165,6.4
939,tt0021178,6.1
940,tt0021189,6.1
941,tt0021191,5.3
942,tt0021197,6.2
943,tt0021216,5.8
944,tt0021217,5.8
945,tt0021223,6.1
946,tt0021224,6.0
947,tt0021225,6.7
948,tt0021228,6.2
949,tt0021232,5.9
950,tt0021239,5.3
951,tt0021240,6.1
952,tt0021247,7.2
953,tt0021263,6.1
954,tt0021268,7.1
955,tt0021273,6.9
956,tt0021276,5.7
957,tt0021280,5.0
958,tt0021281,6.5
959,tt0021282,5.7
960,tt0021283,6.4
961,tt0021287,5.6
962,tt0021292,5.6
963,tt0021294,5.8
964,tt0021295,5.0
965,tt0021297,6.7
966,tt0021303,5.5
967,tt0021304,5.7
968,tt0021307,5.9
969,tt0021309,7.8
970,tt0021310,5.9
971,tt0021322,6.3
972,tt0021324,5.2
973,tt0021331,7.4
974,tt0021335,5.6
975,tt0021345,5.5
976,tt0021365,5.1
977,tt0021371,6.4
978,tt0021374,5.9
979,tt0021376,5.5
980,tt0021377,6.2
981,tt0021381,6.3
982,tt0021382,6.2
983,tt0021394,6.2
984,tt0021400,6.0
985,tt0021401,5.3
986,tt0021406,7.0
987,tt0021408,6.0
988,tt0021409,7.1
989,tt0021413,5.5
990,tt0021420,6.8
991,tt0021435,5.3
992,tt0021439,5.1
993,tt0021463,6.6
994,tt0021464,5.5
995,tt0021472,5.9
996,tt0021483,6.4
997,tt0021484,7.1
998,tt0021486,6.1
999,tt0021492,6.7
1000,tt0021493,5.7
1001,tt0021505,6.8
1002,tt0021508,6.0
1003,tt0021511,5.7
1004,tt0021525,5.5
1005,tt0021531,6.1
1006,tt0021533,5.6
1007,tt0021534,5.7
1008,tt0021542,7.4
1009,tt0021549,6.3
1010,tt0021550,6.0
1011,tt0021551,6.5
1012,tt0021568,6.1
1013,tt0021571,7.3
1014,tt0021577,7.3
1015,tt0021580,6.0
1016,tt0021594,6.3
1017,tt0021595,6.0
1018,tt0021599,4.6
1019,tt0021606,6.2
1020,tt0021607,6.5
1021,tt0021615,5.8
1022,tt0021622,6.2
1023,tt0021632,6.2
1024,tt0021633,6.5
1025,tt0021635,6.5
1026,tt0021636,6.3
1027,tt0021647,6.9
1028,tt0021649,6.1
1029,tt0021653,6.8
1030,tt0021654,6.7
1031,tt0021657,5.9
1032,tt0021659,5.7
1033,tt0021668,6.8
1034,tt0021673,7.1
1035,tt0021681,5.9
1036,tt0021684,5.8
1037,tt0021695,6.6
1038,tt0021697,5.9
1039,tt0021707,6.4
1040,tt0021725,6.6
1041,tt0021730,7.3
1042,tt0021732,6.4
1043,tt0021733,6.7
1044,tt0021735,6.4
1045,tt0021739,7.6
1046,tt0021743,4.4
1047,tt0021746,5.9
1048,tt0021749,8.5
1049,tt0021750,7.1
1050,tt0021754,6.9
1051,tt0021756,6.0
1052,tt0021759,6.5
1053,tt0021761,6.1
1054,tt0021764,5.8
1055,tt0021768,6.4
1056,tt0021770,7.0
1057,tt0021772,5.6
1058,tt0021775,5.9
1059,tt0021778,6.2
1060,tt0021780,6.2
1061,tt0021785,6.1
1062,tt0021786,6.2
1063,tt0021793,5.9
1064,tt0021798,6.2
1065,tt0021799,6.3
1066,tt0021807,6.2
1067,tt0021814,7.5
1068,tt0021815,7.2
1069,tt0021818,7.3
1070,tt0021820,5.7
1071,tt0021825,6.1
1072,tt0021826,6.0
1073,tt0021828,5.7
1074,tt0021829,6.0
1075,tt0021836,7.2
1076,tt0021840,6.0
1077,tt0021845,5.6
1078,tt0021847,6.4
1079,tt0021859,5.2
1080,tt0021861,5.7
1081,tt0021864,6.1
1082,tt0021865,5.9
1083,tt0021873,7.3
1084,tt0021874,6.3
1085,tt0021879,5.8
1086,tt0021884,7.8
1087,tt0021885,6.7
1088,tt0021889,5.4
1089,tt0021890,6.7
1090,tt0021895,5.5
1091,tt0021900,5.1
1092,tt0021906,6.4
1093,tt0021910,7.0
1094,tt0021917,5.3
1095,tt0021919,5.9
1096,tt0021927,5.7
1097,tt0021928,6.2
1098,tt0021931,6.5
1099,tt0021932,6.7
1100,tt0021933,6.9
1101,tt0021952,5.9
1102,tt0021963,5.9
1103,tt0021966,5.5
1104,tt0021969,6.7
1105,tt0021973,5.8
1106,tt0021978,6.9
1107,tt0021985,7.8
1108,tt0021986,5.4
1109,tt0021988,6.1
1110,tt0021992,6.1
1111,tt0022000,6.2
1112,tt0022001,6.3
1113,tt0022002,6.1
1114,tt0022017,7.5
1115,tt0022021,5.9
1116,tt0022026,5.0
1117,tt0022029,5.5
1118,tt0022034,7.0
1119,tt0022042,6.0
1120,tt0022043,6.0
1121,tt0022046,6.0
1122,tt0022048,6.4
1123,tt0022054,6.8
1124,tt0022056,5.6
1125,tt0022059,5.4
1126,tt0022074,7.2
1127,tt0022080,7.3
1128,tt0022085,6.2
1129,tt0022086,6.3
1130,tt0022100,8.3
1131,tt0022103,6.4
1132,tt0022105,6.5
1133,tt0022111,6.9
1134,tt0022117,6.9
1135,tt0022119,6.1
1136,tt0022120,5.0
1137,tt0022121,6.5
1138,tt0022125,7.9
1139,tt0022134,5.7
1140,tt0022135,5.7
1141,tt0022139,6.3
1142,tt0022149,6.3
1143,tt0022150,7.4
1144,tt0022151,7.0
1145,tt0022153,7.2
1146,tt0022158,7.5
1147,tt0022172,5.4
1148,tt0022173,6.2
1149,tt0022177,5.6
